ID,Tweet,Target,Stance
2444,Awaiting @realDonaldTrump at the @Wildwoods_NJ convention center. His speech at his first #KAG rally in S Jersey expected to begin at 7 at Wildwood's Convention Center,Donald Trump,FAVOR
2445,Couldnt have said it any better. Will be nice when all of these so-called journalists are exposed for what they truly are - traitors. #IndictObama #DemocratsHateAmerica #Trump,Donald Trump,FAVOR
2446,"Nope we love her, this woman is like like meme gold. Were not scared were laughing, and to top it all off shes going to get.@realDonaldTrump re elected bwahahahaha",Donald Trump,FAVOR
2447,"@realDonaldTrump I am willing to bet that if you asked recently re-opened steel mills to donate the steel for the wall and recently back to work construction workers to build it, they would in a heartbeat! We have your back Mr. President!! #BuildTheWallAndCrimeWillFall",Donald Trump,AGAINST
2448,"China Blinks as Asian Markets Tank, Seeks 'Calm' End to Trade War. What will the shrill voices, like Arkansas Governor Asa Hutchinson, have to say when President Trump wins again? The Never-Trumpers and Democrats are already tired of Trump winning!",Donald Trump,FAVOR
2449,"@billmaher Irrelevant, mediocre show, saw this on twitter; how exactly is he going to crash the economy? He can't even get his ratings UP! #WakeUpAmerica #WhereWeGoOneWeGoAll #Americans 4 Pres Trump @realdonaldtrump #USA #voters #TaxPayers #Corrupt #Dems #GOP #BHO #HRC",Donald Trump,FAVOR
2450,They cant handle the truth! @realDonaldTrump is the truth &amp; doing leaps and bounds more for this country than any other President. #MAGAStrong #MAGAFam,Donald Trump,FAVOR
2451,This is what a great big funny joke looks like @RepMaxineWaters #WakeUpAmerica #WalkAway #PaintOurCountryRed #Trump,Donald Trump,FAVOR
2452,Most damaging evidence against @realDonaldTrump : the call to Nancy. Can we work something out isnt really the brightest inquiry to a highly intelligent Democratic leader. Id be willing to bet thats what told Nancy to go for it,Donald Trump,AGAINST
2453,@POTUS Opposing the potus isn't new It's the extremism of the left. WE ARE A 2 PARTY SYSTEM!! #Trump,Donald Trump,FAVOR
2454,"Yes, lets fair count. Identify #IllegalAliens and take action to secure our #SouthernBorder so we can count real Americans. @realDonaldTrump is working for America",Donald Trump,FAVOR
2455,FACT CHECK: Did Robert Mueller Tweet Back At Donald Trump Over An Illegal Witch Hunt Tweet? #tcot,Donald Trump,FAVOR
2456,"Hahaa!!! Once again, the #demoncrats have made President Trump's 2020 Win an even BIGGER landslide!! All they did was spew their utter HATRED for our #POTUS instead of stating what ways they will improve our country if they are elected!",Donald Trump,FAVOR
2457,"@DonaldJTrumpJr you are it, sir! I wasn't sure who would #KAG after @VP, but you could be the man this country will need in 2032.",Donald Trump,FAVOR
2458,"Yes we will, only Trump is pro America canadite running.",Donald Trump,FAVOR
2459,"#WakeUpAmerica Democrats are ready to give our hard earned money away to illegals, make our citizens homeless and with no borders allow the world to invade our country they obviously already forgot about all the terrorist attacks since 9/11. #DemocraticDebate2020 #Trump",Donald Trump,FAVOR
2460,"President Trump is doing what we elected him to do, and that's drain the swamp. @realDonaldTrump just pull the plug and the bad Actors are circling the bowl. And remember, the first one to talk gets the deal.",Donald Trump,FAVOR
2461,"Thank you, Couldnt have said it better myself Kari!! Chuck and all the satanic, pedophile, hypocrite, lying DemocRAT elites will see their karma soon enough. #WakeUpAmerica #WalkAwayNow #Trump",Donald Trump,FAVOR
2462,President Trump is humble in saying we are all students but you sure are at the TOP of the class Prez! You know I like it when you say #KAG Exclamation Point x2!! Double Exclamation points symbolises the tears streaming down Dems faces when they lose again in,Donald Trump,FAVOR
2463,"Seems like they are ready for another Witch Hunt! President Trump made a deal with [Crooked HRC] and she has not given up all those 33,000 deleted emails, so why should he give anything up? #NOTTIREDOFWINNING",Donald Trump,FAVOR
2464,Demoncrats love using old nazi tactics. By accusing the other party of thing's that to which THEY are guilty of. Tell a lie enough times & people will start to believe it. Divide & conquer. #NeverDemonazi #Trump,Donald Trump,FAVOR
2465,We Conservatives/Republicans Must Stay Vigilant And Protect Our Freedom #KAG #Trump #CowgirlsForTrump Follow These Awesome American Freedom Train Patriots And They Will Follow You Back Don't Forget To Retweet Each Coach On The Entire Train,Donald Trump,FAVOR
2466,"Merry Christmas To You Our Beloved POTUS Trump, FLOTUS Melania and to the Whole Trump Family Thank You for EVERYTHING You Do",Donald Trump,FAVOR
2467,So clear #MSM/#Dems/#Left trying desperately2 strum up excitement4 mid-term elections-B aware of FAKE hype&amp;false accusations against @realDonaldTrump-DO NOT STAY HOME-#VoteRed even if angry @#RINO establishment on ticket-NEVER vote #Dems/#FarLeft/#Anarchists-#WalkAway-#MAGA,Donald Trump,FAVOR
2468,Never thought I'd see the day that American Politicians would not only side with Socialists/Communists but actually run on trying to DESTROY America for Globalization!?! #LeftCommies #SupportICE #BackTheBlue #Trump,Donald Trump,FAVOR
2469,"Tw*tter removed this minutes after I retweeted? It's ok, I'll just keep retweeting. Remove the name ""Donald Trump"" from this tweet and insert ""Adam Schiff"" or any other Democrat. There, makes a little more sense. #SchiffLies",Donald Trump,FAVOR
2470,He would fill that place to the rafters. I can hardly wait to go to another Trump rally! He tells it like it is and doesnt bite his tongue. #TrumpIsTheGoodGuy,Donald Trump,FAVOR
2471,Proud of @GOPChairwoman and her re-election today to @GOP Chair. She has been a rock for @realDonaldTrump and will continue to #alpolitics,Donald Trump,FAVOR
2472,"Sadly, there are many on the right and in Trump's camp who think this is a good result of Trump's policies and want to see it continue while blaming the Left/Democrats. Let's be real, to them, the less darker skins in the US, the better. #Murderers",Donald Trump,AGAINST
2473,They don't have any idea what they are doing They have guaranteed a #Trump,Donald Trump,FAVOR
2474,"TGFT!!! THANK GOD FOR TRUMP!! He is just the best. Is he the only one who can do what he has done? No, but, he's the only one that has wanted the job #America1st #KAG #BuildTheWall #DrainTheSwamp #AGunInEveryHome #BanIslam Again",Donald Trump,FAVOR
2475,Only the blinded by hatred and selfishness doesnt see the light!!! #Trump #KAG WE THE PEOPLE voted for P. Trump and well do again in 2020! You are totally disregarding the peoples will. Do some work for our country and stop the useless attack on OUR PRESIDENT!,Donald Trump,FAVOR
2476,Typical love not hate radical leftist. Always with the violence. I have helped many gen z adults register to vote already in my area. #MakeLiberalsCryAgain #MLCA #Trump,Donald Trump,FAVOR
2477,"Funny thing about #POTUS45 supposedly tiny hands, he has done more with them than #POTUS44 ever did. #Trump is more of a man than #Obama will ever be. The only handshaking Barry ever did was when he was dealing with terrorist and our enemies.",Donald Trump,FAVOR
2478,I'M BEGINNING TO WONDER if this isn't a big money maker for the muckrakers? How is it a crime to call for an investigation of a crime? Blind hatred and the filthy lucre make strange bedfellows. #KAG #Trump @realDonaldTrump @LouDobbs @KTHopkins @VDHanson,Donald Trump,FAVOR
2479,Trump's list of 289 accomplishments in just 20 months via @dcclothesline #ThankYouTrump!,Donald Trump,FAVOR
2480,It's going great. You'll have to wait until 2024. #KAG #Trump You just can't help yourself can you? Just gotta keep tweeting me. haha You're a hoot. Thanks for the giggles.,Donald Trump,FAVOR
2481,"....must put patriotism before politics.... Oh, you mean the way you do, @SpeakerPelosi? Perhaps you should follow your own admonition. Or, perhaps you should just speak less. #WalkAwayFromDemcratCommunists #Trump",Donald Trump,FAVOR
2482,"Yeah. Ok. But theres this Via @CNBC: @realDonaldTrump stock market rally is outpacing past US presidents. The S&amp;P 500 has returned more than 50% since Trump was elected, more than double the avg market return of presidents three years into their term.",Donald Trump,FAVOR
2483,America is being brainwashed worse then Nazi Germany! Stop the democratic socialist at work. #VoteRed2020 #Trump America's best choice!,Donald Trump,FAVOR
2484,Noted! Dims are not for the people! Crooked HiLkorY just might work in Trump's favor!,Donald Trump,FAVOR
2485,AND WE KNOW THAT WAS A LIE! STOP CORRUPT DEMOCRATS AND SOCIALIST! #WALKAWAY #VOTEDEMOUT #Trump,Donald Trump,FAVOR
2486,Get another one out there!! Were just a couple of regular Anons trying to end several generations of deep state bullshit! But were at the tip of the spear in this critical battle! #RedPill #Trump,Donald Trump,FAVOR
2487,By the way I went to the local Randolph community college and become a certified welder so I'm not hurting for money for lack of knowledge. #Trump2020. #coronavirus #Trump,Donald Trump,FAVOR
2488,So you decided to come out today and PRY on @realDonaldTrump supporters huh? That's pretty foolish if you ask me. #WeThePeople #DrainTheSwamp #Veto #SpendingBill #OmnibusBill #Trump #VetoTheBill,Donald Trump,FAVOR
2489,"@MAGA #KAG @realDonaldTrump @celtgunn @mindmixradio @c0achrex @Solmemes1 @staggerlee422 @ma_liky_ @GoldiAnon @GoboMontaco @AOC. Declaring war on AOC. Boop wants to take away our hamburgers. Hey, AOC take this!",Donald Trump,FAVOR
2490,Huh? She's George Soros granddaughter? If that's true then that explains why she's the way she is. Nothing worse than a kid lecturing adults on how to live. #Trump,Donald Trump,AGAINST
2491,It is what it is! Show some respect Alyssa after all he is your President! Grow up! TRUMP 2020 MAGA/KAG,Donald Trump,FAVOR
2492,Trump is our man! Trump is our LEADER! Trump will put politics aside to make our country great! Trump will prevail against the DEEP STATE! MSM needs to accept the fact that America LOVES Trump and their campaign against him is a waste of time! #MAGA! ##Trump,Donald Trump,FAVOR
2493,Interesting that they are openly criticizing a report that they have not even read yet. Naturally this is because it does not support their agenda which is to take down Donald Trump. Democratic Party is dead.,Donald Trump,FAVOR
2494,"A tale of two cities? This morning I watched President Trump sign the USMCA trade deal bolstering an already booming economy The other, DemocRATS on day 127 not accepting the 2016 election and trying to rig 2020 #USMCA #Coupeachment",Donald Trump,FAVOR
2495,Would you know a genius if you saw one? I believe that our @FLOTUS completes our @POTUS @realDonaldTrump #EnjoyTheShow,Donald Trump,FAVOR
2496,"I wear my Trump 2020 #KAG hat every day hoping for something like this to happen to me. I'm in The People's Republic of Colorado, so I'm sure it's going to happen soon.",Donald Trump,FAVOR
2497,"Total disgrace to America! Slowly but surely taking our rights away, and passing laws behind our backs. Wake up America! #Trump",Donald Trump,FAVOR
2498,"Im glad someone agrees with me. @donlemon youre the idiot here not the millions of Americans who will re-elect Trump this November! Keep insulting us, we only get stronger.",Donald Trump,FAVOR
2499,"I think we can all agree that Pelosi has stooped very, very low. No one even care cares what that America-hating monster says. #DemocratsAreRuiningAmerica #Trump",Donald Trump,FAVOR
2500,"Love it! I am humbly and incredibly thankful for @realDonaldTrump I shudder to think where we would be today, if we didn't have him as our @POTUS #BuildTheWall",Donald Trump,FAVOR
2501,"Hey patriots and Trump lovers... Let's help this friend get over 1,000 followers as soon as possible: TEXAS MAMA #MAGA2020 #KAG #Trump @TexasTrump2020 Follow her please...",Donald Trump,FAVOR
2502,Absolutely but he knows exactly what he has done and is trying very hard not to let everything be exposed! #Trump,Donald Trump,FAVOR
2503,History was witnessed today and the Pope praised @POTUS for his good works toward peace. The reaction from the Left is exactly what Trump said it would be when leaving the G-20. The Pope's opinion is much more influential than the opinion of any politician or the bias MSM.,Donald Trump,FAVOR
2504,"You don't elect someone just because they have the same color or gender. NO, you elect someone who is qualified. Man or woman, black, white, brown or other. People are electing someone for all the wrong reasons. Look what's happening because of this. #KAG vote #Trump",Donald Trump,FAVOR
